date,Market_Index, Period,Market_Change
18-12-2025,25815.55,Post,132.78%
19-12-2025,25966.4,Post,134.14%
22-12-2025,26172.4,Post,135.99%
23-12-2025,26177.15,Post,136.04%
24-12-2025,26142.1,Post,135.72%
26-12-2025,26042.3,Post,134.82%
29-12-2025,25942.1,Post,133.92%
30-12-2025,25938.85,Post,133.89%
31-12-2025,26129.6,Post,135.61%
01-01-2026,26146.55,Post,135.76%
02-01-2026,26328.55,Post,137.40%
05-01-2026,26250.3,Post,136.70%
06-01-2026,26178.7,Post,136.05%
07-01-2026,26140.75,Post,135.71%
08-01-2026,25876.85,Post,133.33%
09-01-2026,25683.3,Post,131.58%
12-01-2026,25790.25,Post,132.55%
13-01-2026,25732.3,Post,132.02%
14-01-2026,25665.6,Post,131.42%
16-01-2026,25694.35,Post,131.68%
19-01-2026,25585.5,Post,130.70%
20-01-2026,25232.5,Post,127.52%
21-01-2026,25157.5,Post,126.84%
22-01-2026,25289.9,Post,128.04%
23-01-2026,25048.65,Post,125.86%
27-01-2026,25175.4,Post,127.00%
28-01-2026,25342.75,Post,128.51%
29-01-2026,25418.9,Post,129.20%
30-01-2026,25320.65,Post,128.31%
01-02-2026,24825.45,Post,123.85%
02-02-2026,25088.4,Post,126.22%
03-02-2026,25727.55,Post,131.98%
04-02-2026,25776,Post,132.42%
05-02-2026,25642.8,Post,131.22%
06-02-2026,25693.7,Post,131.68%
09-02-2026,25867.3,Post,133.24%
10-02-2026,25935.15,Post,133.85%
11-02-2026,25953.85,Post,134.02%
12-02-2026,25807.2,Post,132.70%
13-02-2026,25471.1,Post,129.67%
16-02-2026,25682.75,Post,131.58%
17-02-2026,25725.4,Post,131.96%
18-02-2026,25819.35,Post,132.81%
19-02-2026,25454.35,Post,129.52%
20-02-2026,25571.25,Post,130.57%
23-02-2026,25713,Post,131.85%
24-02-2026,25424.65,Post,129.25%
25-02-2026,25482.5,Post,129.77%
26-02-2026,25496.55,Post,129.90%
27-02-2026,25178.65,Post,127.03%
02-03-2026,24865.7,Post,124.21%
04-03-2026,24480.5,Post,120.74%
05-03-2026,24765.9,Post,123.31%
06-03-2026,24450.45,Post,120.47%
09-03-2026,24028.05,Post,116.66%
10-03-2026,24261.6,Post,118.76%
11-03-2026,23866.85,Post,115.20%
12-03-2026,23639.15,Post,113.15%
13-03-2026,23151.1,Post,108.75%
16-03-2026,23408.8,Post,111.07%
17-03-2026,23581.15,Post,112.63%
18-03-2026,23777.8,Post,114.40%
19-03-2026,23002.15,Post,107.41%
20-03-2026,23114.5,Post,108.42%
23-03-2026,22512.65,Post,102.99%
24-03-2026,22912.4,Post,106.60%
25-03-2026,23306.45,Post,110.15%
27-03-2026,22819.6,Post,105.76%
30-03-2026,22331.4,Post,101.36%
01-04-2026,22679.4,Post,104.50%
02-04-2026,22713.1,Post,104.80%
06-04-2026,22968.25,Post,107.10%
07-04-2026,23123.65,Post,108.50%
08-04-2026,24006.8,Post,116.47%
